,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
6zbv_B,69,60,66,82,72,68,81,63,70,71,65,73,73,70,71,70,87,64,75,65,69,66,66,71,70,67,62,73,75,61,68,68,75,65,69,69,81,64,70,69,71,62,69,65,70,61,69,63,70,70,88,70,63,73,71,69,65,67,69,68,69,82,73,73,72,61,73,65,63,74,71,73,64,71,70
7nis_F,71,58,61,70,75,65,67,63,66,67,66,73,70,67,69,66,70,66,77,68,66,59,63,63,67,69,61,73,75,58,68,68,73,61,67,68,69,61,67,69,74,62,67,68,63,65,70,65,63,67,71,71,65,69,65,68,66,64,64,62,64,70,68,74,63,55,66,61,64,75,72,72,67,68,66
6obo_C,71,58,68,73,75,69,74,63,69,68,65,71,71,69,76,67,74,63,75,67,66,70,63,69,74,67,66,71,72,58,67,69,76,66,67,74,73,60,65,69,70,66,68,64,65,58,70,63,68,75,75,81,65,78,68,65,62,68,64,71,69,73,73,71,71,59,71,62,62,71,69,70,66,71,71
3dwt_A,69,58,60,67,68,63,68,63,64,63,66,68,63,65,66,66,67,65,70,66,59,59,60,59,64,64,62,68,72,57,68,69,68,58,64,66,68,58,64,71,69,59,63,67,62,60,67,64,60,66,68,70,62,64,60,66,65,63,64,64,64,67,66,68,61,54,61,58,61,70,68,66,71,71,70
4b41_A,67,62,68,73,70,73,74,63,74,69,65,70,72,68,74,65,73,64,74,66,68,69,63,70,73,65,68,69,73,62,65,65,73,67,68,77,74,66,68,66,69,65,67,63,68,58,70,61,69,78,74,73,64,78,68,67,61,70,65,74,76,72,75,69,71,64,70,67,62,72,67,67,63,73,70
5tsj_1,66,68,62,69,67,62,69,59,66,66,65,66,70,66,68,66,69,63,69,60,78,63,61,68,67,64,59,66,68,69,59,63,67,60,73,64,70,71,71,61,67,56,69,63,74,58,64,59,77,69,71,66,61,69,79,68,60,64,65,64,66,70,72,66,64,57,77,71,60,70,63,67,60,68,66
1mvf_A,69,57,61,70,71,64,68,66,64,66,69,70,67,67,70,74,70,70,73,70,65,59,61,64,68,65,60,70,74,58,70,74,71,60,66,63,68,62,67,76,72,60,67,70,64,61,71,71,65,67,69,73,61,65,65,71,70,62,66,63,68,69,69,70,63,52,64,63,62,73,69,71,73,76,72
2p4a_B,69,57,61,74,71,63,74,64,66,67,65,69,69,67,69,70,73,67,74,68,65,62,62,65,69,63,64,69,72,56,67,70,70,62,70,66,73,59,66,74,69,61,67,67,70,60,69,64,63,69,73,74,63,66,64,66,63,66,66,68,70,73,69,70,66,58,66,63,63,73,69,71,69,70,70
6v80_E,73,60,70,75,72,71,78,68,73,71,69,76,75,69,78,69,75,67,77,65,70,71,66,72,73,70,68,76,75,61,68,67,78,68,66,78,74,66,66,70,72,63,70,66,70,61,69,65,69,78,78,77,65,78,69,70,64,70,66,74,74,75,75,76,74,62,73,66,65,74,70,74,71,74,73
2x1o_A,71,54,61,69,71,61,68,65,65,69,63,71,78,70,66,73,70,64,79,64,65,60,67,66,67,69,62,71,75,54,63,68,75,61,67,65,70,62,70,67,72,60,67,69,64,63,72,63,63,69,70,76,66,66,66,66,64,66,69,67,66,70,67,71,66,55,68,61,64,76,73,70,68,70,68
6v7y_F,71,62,60,67,72,62,67,61,64,67,66,71,68,67,69,70,67,65,74,67,62,60,64,67,70,70,59,71,72,62,65,71,70,59,64,70,66,66,66,67,70,61,70,70,62,62,67,67,67,70,67,71,65,71,68,68,62,63,66,66,67,69,67,72,64,54,65,65,64,77,71,68,66,66,63
7p16_B,71,56,62,68,71,62,67,66,66,67,64,69,66,69,70,70,69,72,70,67,60,60,64,62,70,64,61,69,75,56,68,71,72,60,65,66,67,60,64,86,69,57,68,66,62,64,68,66,57,66,70,73,59,63,61,66,65,63,67,68,66,70,63,65,64,54,62,60,62,72,71,68,72,70,70
7p14_B,71,56,62,68,71,62,67,66,66,67,64,69,66,69,70,70,69,72,70,67,60,60,64,62,70,64,61,69,75,56,68,71,72,60,65,66,67,60,64,86,69,57,68,66,62,64,68,66,57,66,70,73,59,63,61,66,65,63,67,68,66,70,63,65,64,54,62,60,62,72,71,68,72,70,70
7me7_B,76,60,65,71,79,65,70,62,66,68,64,75,77,67,71,69,73,68,76,65,67,65,65,66,68,74,62,75,78,62,64,68,74,64,66,68,71,62,66,67,74,60,69,67,65,62,72,64,67,70,73,75,69,68,68,70,67,62,68,69,65,70,70,75,66,57,67,63,65,77,73,75,67,69,69
7mdw_B,76,60,65,71,79,65,70,62,66,68,64,75,77,67,71,69,73,68,76,65,67,65,65,66,68,74,62,75,78,62,64,68,74,64,66,68,71,62,66,67,74,60,69,67,65,62,72,64,67,70,73,75,69,68,68,70,67,62,68,69,65,70,70,75,66,57,67,63,65,77,73,75,67,69,69
6gjq_B,66,59,65,69,68,64,70,61,73,63,62,69,72,67,73,63,70,62,72,61,63,67,62,66,71,65,65,69,69,59,62,65,73,63,63,75,69,62,63,66,67,59,67,62,65,58,65,62,64,71,70,72,63,71,64,64,59,64,63,68,68,67,72,71,71,60,70,61,60,70,66,66,65,68,66
6ukt_D,75,57,59,70,76,65,70,66,69,68,65,72,71,68,70,70,70,67,75,67,65,58,65,65,68,68,63,72,77,58,65,67,76,62,65,70,70,61,67,69,72,63,66,70,63,63,70,65,63,68,72,75,69,70,66,66,63,63,65,65,68,70,69,73,64,54,69,62,64,74,70,73,70,72,68
6tyl_D,75,57,59,70,76,65,70,66,69,68,65,72,71,68,70,70,70,67,75,67,65,58,65,65,68,68,63,72,77,58,65,67,76,62,65,70,70,61,67,69,72,63,66,70,63,63,70,65,63,68,72,75,69,70,66,66,63,63,65,65,68,70,69,73,64,54,69,62,64,74,70,73,70,72,68
5hvh_C,69,57,68,73,73,70,72,67,70,70,67,73,73,71,76,71,76,66,76,64,68,68,65,69,71,66,66,73,76,58,70,71,76,68,66,76,74,64,69,71,71,65,67,67,68,60,70,64,65,76,75,75,65,74,68,66,66,70,68,73,73,73,72,73,72,58,71,63,62,75,71,73,70,74,69
5hvf_B,69,57,68,73,73,70,72,67,70,70,67,73,73,71,76,71,76,66,76,64,68,68,65,69,71,66,66,73,76,58,70,71,76,68,66,76,74,64,69,71,71,65,67,67,68,60,70,64,65,76,75,75,65,74,68,66,66,70,68,73,73,73,72,73,72,58,71,63,62,75,71,73,70,74,69
7nj7_F,71,56,62,65,71,60,66,62,64,68,63,72,72,67,68,71,67,65,72,69,66,58,66,66,64,69,64,72,73,59,62,68,70,58,64,65,66,64,64,66,72,60,64,66,65,65,67,63,68,67,70,70,64,65,69,63,66,62,66,61,66,66,67,72,62,56,67,63,61,75,69,68,65,67,66
2x1p_A,72,57,62,65,74,61,65,62,65,65,61,69,70,66,68,65,65,62,76,67,65,61,61,65,65,70,61,69,73,58,62,68,76,61,65,66,65,60,63,65,72,61,66,69,64,64,69,67,64,65,66,72,66,66,64,65,66,63,65,63,60,65,65,69,65,54,66,60,69,74,71,69,66,66,64
7zf4_F,77,56,61,68,75,62,68,64,64,69,61,72,71,68,66,66,68,63,76,66,62,62,68,66,66,70,61,72,75,57,63,68,70,62,63,66,68,61,64,67,73,60,66,68,64,63,72,62,65,69,70,70,63,65,67,66,64,60,69,64,63,70,68,73,64,54,64,61,69,78,73,71,66,66,67
7z1c_B,77,56,61,68,75,62,68,64,64,69,61,72,71,68,66,66,68,63,76,66,62,62,68,66,66,70,61,72,75,57,63,68,70,62,63,66,68,61,64,67,73,60,66,68,64,63,72,62,65,69,70,70,63,65,67,66,64,60,69,64,63,70,68,73,64,54,64,61,69,78,73,71,66,66,67
7z1b_B,77,56,61,68,75,62,68,64,64,69,61,72,71,68,66,66,68,63,76,66,62,62,68,66,66,70,61,72,75,57,63,68,70,62,63,66,68,61,64,67,73,60,66,68,64,63,72,62,65,69,70,70,63,65,67,66,64,60,69,64,63,70,68,73,64,54,64,61,69,78,73,71,66,66,67
7z1a_B,77,56,61,68,75,62,68,64,64,69,61,72,71,68,66,66,68,63,76,66,62,62,68,66,66,70,61,72,75,57,63,68,70,62,63,66,68,61,64,67,73,60,66,68,64,63,72,62,65,69,70,70,63,65,67,66,64,60,69,64,63,70,68,73,64,54,64,61,69,78,73,71,66,66,67
5sv4_A,66,57,57,65,71,61,64,65,61,65,61,66,68,65,63,62,65,60,71,62,60,57,62,62,65,64,57,66,68,57,61,63,71,59,62,61,65,62,62,62,66,58,68,66,63,60,65,60,63,63,66,64,65,62,62,65,60,57,64,60,59,63,64,65,58,57,63,63,61,66,66,65,62,63,67
5sv3_A,66,57,57,65,71,61,64,65,61,65,61,66,68,65,63,62,65,60,71,62,60,57,62,62,65,64,57,66,68,57,61,63,71,59,62,61,65,62,62,62,66,58,68,66,63,60,65,60,63,63,66,64,65,62,62,65,60,57,64,60,59,63,64,65,58,57,63,63,61,66,66,65,62,63,67
6h02_B,70,56,60,68,74,62,69,62,66,66,65,72,68,66,70,69,67,67,71,66,60,60,61,63,66,68,60,72,73,56,65,69,69,64,62,68,65,62,62,69,69,60,67,70,64,65,67,61,62,68,68,70,65,64,64,64,63,61,64,67,67,65,66,72,65,55,65,62,63,73,72,68,67,69,66
7nk4_F,70,58,59,68,73,59,69,64,64,64,63,69,72,71,67,69,67,62,77,65,63,57,66,65,66,68,62,69,75,58,64,70,73,61,64,66,67,59,64,68,72,54,67,65,63,64,71,63,63,65,67,70,67,66,63,65,65,62,63,61,64,67,67,68,60,52,65,59,63,72,69,69,68,66,66
5o04_C,66,60,68,71,68,65,73,63,72,67,65,71,74,69,76,65,72,64,74,63,68,68,67,69,75,64,64,71,69,61,60,67,75,63,66,76,72,65,67,66,69,63,67,64,69,58,66,63,71,72,72,71,61,77,70,66,63,68,62,71,73,71,74,71,69,61,74,64,63,75,66,68,64,72,70
5vaq_B,73,60,63,70,75,67,69,64,68,68,64,77,76,70,70,70,71,65,78,67,65,64,67,69,67,72,64,77,78,58,63,70,72,63,67,66,70,62,66,68,76,60,69,70,65,66,72,63,65,70,71,73,68,68,65,66,69,62,71,66,67,69,69,78,65,56,68,62,68,78,73,74,68,71,69
5van_B,73,60,63,70,75,67,69,64,68,68,64,77,76,70,70,70,71,65,78,67,65,64,67,69,67,72,64,77,78,58,63,70,72,63,67,66,70,62,66,68,76,60,69,70,65,66,72,63,65,70,71,73,68,68,65,66,69,62,71,66,67,69,69,78,65,56,68,62,68,78,73,74,68,71,69
5vak_B,73,60,63,70,75,67,69,64,68,68,64,77,76,70,70,70,71,65,78,67,65,64,67,69,67,72,64,77,78,58,63,70,72,63,67,66,70,62,66,68,76,60,69,70,65,66,72,63,65,70,71,73,68,68,65,66,69,62,71,66,67,69,69,78,65,56,68,62,68,78,73,74,68,71,69
5ku2_7,68,56,59,67,69,61,69,64,64,65,67,65,70,67,69,71,68,69,73,69,63,58,62,66,65,63,61,66,70,56,65,71,70,58,65,66,70,57,65,66,68,56,66,62,65,58,67,64,65,64,67,71,62,64,67,69,62,64,67,61,70,66,67,64,61,57,66,59,62,69,67,65,69,68,68
7mfu_C,69,57,62,69,68,62,67,64,66,67,65,68,65,67,71,70,70,70,71,66,62,60,63,62,68,63,59,68,76,56,69,71,73,60,65,67,68,61,65,86,68,55,66,67,62,62,66,66,60,68,70,74,60,66,62,70,64,66,65,69,66,69,64,68,65,53,63,62,61,72,71,70,72,71,70
5mzv_D,71,61,60,70,75,63,70,65,67,69,61,78,71,68,70,66,71,63,76,63,65,62,63,66,69,69,60,78,79,60,70,69,72,62,68,68,68,63,69,68,74,60,67,68,62,64,71,61,70,70,71,72,67,70,66,66,62,66,66,64,66,70,69,79,65,54,67,64,64,74,73,71,66,69,69
4grw_H,71,61,60,70,75,63,70,65,67,69,61,78,71,68,70,66,71,63,76,63,65,62,63,66,69,69,60,78,79,60,70,69,72,62,68,68,68,63,69,68,74,60,67,68,62,64,71,61,70,70,71,72,67,70,66,66,62,66,66,64,66,70,69,79,65,54,67,64,64,74,73,71,66,69,69
7ri2_B,72,61,59,68,74,62,68,63,67,67,63,74,70,69,67,71,69,68,77,69,63,60,65,64,68,68,63,74,74,61,65,71,76,63,66,71,69,63,69,68,74,60,67,70,61,63,71,65,67,69,70,72,69,67,65,68,67,61,67,65,67,69,67,74,63,56,65,63,67,78,72,69,69,67,66
3rjq_B,72,61,59,68,74,62,68,63,67,67,63,74,70,69,67,71,69,68,77,69,63,60,65,64,68,68,63,74,74,61,65,71,76,63,66,71,69,63,69,68,74,60,67,70,61,63,71,65,67,69,70,72,69,67,65,68,67,61,67,65,67,69,67,74,63,56,65,63,67,78,72,69,69,67,66
3r0m_A,72,61,59,68,74,62,68,63,67,67,63,74,70,69,67,71,69,68,77,69,63,60,65,64,68,68,63,74,74,61,65,71,76,63,66,71,69,63,69,68,74,60,67,70,61,63,71,65,67,69,70,72,69,67,65,68,67,61,67,65,67,69,67,74,63,56,65,63,67,78,72,69,69,67,66
4z9k_B,65,58,61,67,66,63,68,66,64,68,61,66,65,72,67,66,67,63,68,60,63,61,62,67,65,65,64,67,71,59,61,68,67,60,64,66,67,62,64,68,67,59,70,70,64,61,62,60,65,69,68,68,61,64,65,66,60,64,69,63,71,68,67,66,64,55,64,63,61,70,69,67,65,69,69
4nbz_B,71,55,63,68,73,62,69,61,65,67,61,72,72,67,66,65,69,62,75,64,65,65,66,66,63,72,62,72,73,55,64,66,71,61,64,67,69,60,65,65,73,57,67,66,64,62,68,63,64,66,71,70,61,66,67,65,66,62,66,64,64,67,69,72,63,56,66,60,63,71,70,67,66,65,67
4nc1_E,71,55,63,68,73,62,69,61,65,67,61,72,72,67,66,65,69,62,75,64,65,65,66,66,63,72,62,72,73,55,64,66,71,61,64,67,69,60,65,65,73,57,67,66,64,62,68,63,64,66,71,70,61,66,67,65,66,62,66,64,64,67,69,72,63,56,66,60,63,71,70,67,66,65,67
4nc0_B,71,55,63,68,73,62,69,61,65,67,61,72,72,67,66,65,69,62,75,64,65,65,66,66,63,72,62,72,73,55,64,66,71,61,64,67,69,60,65,65,73,57,67,66,64,62,68,63,64,66,71,70,61,66,67,65,66,62,66,64,64,67,69,72,63,56,66,60,63,71,70,67,66,65,67
7a4t_A,68,60,68,73,70,70,74,65,75,68,66,71,70,68,76,69,75,65,74,65,68,68,66,69,73,67,65,71,72,59,66,68,77,66,63,78,71,62,65,69,71,63,68,67,66,58,67,63,66,77,75,76,63,76,69,66,66,67,65,71,70,72,74,71,76,63,72,64,62,72,69,71,67,72,69
7paf_B,69,56,60,70,68,62,68,66,63,66,64,68,63,67,69,70,71,68,70,66,59,58,64,62,68,63,58,68,74,56,70,71,70,62,66,65,69,57,65,86,69,56,66,65,62,62,68,67,61,67,72,74,57,62,60,65,66,64,65,66,66,70,64,66,62,53,62,59,62,71,71,67,73,70,70
4zg1_A,67,57,66,75,70,72,75,63,70,69,67,69,71,67,74,67,74,65,74,66,69,68,63,72,70,65,65,69,70,57,62,69,72,63,69,78,75,62,69,66,71,61,68,66,69,58,68,63,65,78,74,74,66,76,69,67,63,74,64,72,74,74,75,70,74,63,69,62,64,70,70,70,67,72,69
7p2d_C,67,57,66,71,71,68,71,64,72,65,64,71,69,65,72,67,71,65,73,64,63,69,63,66,72,62,69,69,72,56,66,67,73,64,66,74,70,60,64,68,71,66,68,65,64,62,68,62,64,73,70,76,61,73,63,68,60,69,64,70,71,72,69,69,69,60,66,60,61,74,67,70,65,73,69
7np9_C,67,57,66,71,71,68,71,64,72,65,64,71,69,65,72,67,71,65,73,64,63,69,63,66,72,62,69,69,72,56,66,67,73,64,66,74,70,60,64,68,71,66,68,65,64,62,68,62,64,73,70,76,61,73,63,68,60,69,64,70,71,72,69,69,69,60,66,60,61,74,67,70,65,73,69
7wuq_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7wuj_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7s3i_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7s1m_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7rtb_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7rmi_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7rmh_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7rmg_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7lly_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7lll_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7ki1_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7ki0_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7ept_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7e14_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7d7m_E,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7cx4_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7cx3_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7cx2_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7cfn_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7cfm_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
6x19_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
6x18_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
6x1a_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7xji_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7xjh_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7dh5_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7d3s_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
6lpb_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7wq4_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7piv_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7piu_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7ljd_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7ljc_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7kh0_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7jvq_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
7jvp_N,66,63,57,64,66,57,66,60,61,66,68,68,71,67,63,68,66,62,71,64,68,56,64,66,61,65,57,68,66,63,57,68,68,59,63,66,66,61,64,60,67,57,67,60,71,56,65,62,71,63,68,64,59,77,72,64,60,59,66,61,63,64,66,67,60,53,75,61,62,66,64,67,65,65,62
