,model,Number of residues in common,global rmsd,TM-score,MaxSub-score,GDT-TS-score,GDT-TS-score %(d<1),GDT-TS-score %(d<2),GDT-TS-score %(d<4),GDT-TS-score %(d<8),GDT-HA-score,GDT-HA-score %(d<0.5),GDT-HA-score %(d<1),GDT-HA-score %(d<2),GDT-HA-score %(d<4),TM-score Superposition Length(d<5.0),CDR3 length,resolution
7olz_B,AF2,122,1.709,0.9331,0.9033,0.9324,0.8607,0.9098,0.959,1.0,0.875,0.7705,0.8607,0.9098,0.959,117,15,1.75
7olz_B,YS,122,2.519,0.8657,0.8098,0.8463,0.623,0.8361,0.9262,1.0,0.6721,0.3033,0.623,0.8361,0.9262,113,15,1.75
7olz_B,OFr4,122,0.768,0.9743,0.9647,0.9734,0.9262,0.9672,1.0,1.0,0.9262,0.8115,0.9262,0.9672,1.0,122,15,1.75
7olz_B,OFr4em,122,0.95,0.9581,0.9421,0.9467,0.8115,0.9754,1.0,1.0,0.8279,0.5246,0.8115,0.9754,1.0,122,15,1.75
7olz_B,AF2mem,122,0.909,0.9604,0.9486,0.9549,0.8525,0.9672,1.0,1.0,0.8279,0.4918,0.8525,0.9672,1.0,122,15,1.75
7olz_B,AF2r10,122,1.733,0.9321,0.9059,0.9324,0.8607,0.9098,0.959,1.0,0.875,0.7705,0.8607,0.9098,0.959,117,15,1.75
7olz_B,IF,122,0.877,0.9653,0.9543,0.9611,0.8852,0.959,1.0,1.0,0.9057,0.7787,0.8852,0.959,1.0,122,15,1.75
7olz_B,OFr20,122,0.776,0.9736,0.9643,0.9734,0.9262,0.9672,1.0,1.0,0.9221,0.7951,0.9262,0.9672,1.0,122,15,1.75
7olz_B,AF2em,122,1.63,0.9285,0.9,0.9283,0.8197,0.9098,0.9836,1.0,0.8012,0.4918,0.8197,0.9098,0.9836,119,15,1.75
7olz_B,OF,122,0.781,0.9736,0.9631,0.9734,0.9262,0.9672,1.0,1.0,0.9221,0.7951,0.9262,0.9672,1.0,122,15,1.75
7olz_B,IFem,122,1.332,0.9314,0.8955,0.916,0.7459,0.9426,0.9754,1.0,0.7398,0.2951,0.7459,0.9426,0.9754,121,15,1.75
7olz_B,NNem,122,1.301,0.9265,0.9014,0.9016,0.6967,0.9098,1.0,1.0,0.7357,0.3361,0.6967,0.9098,1.0,121,15,1.75
7olz_B,OFem,122,0.926,0.9606,0.9461,0.957,0.8525,0.9754,1.0,1.0,0.8443,0.5492,0.8525,0.9754,1.0,122,15,1.75
7olz_B,ESM,122,2.53,0.9193,0.8976,0.918,0.8607,0.8934,0.9426,0.9754,0.8668,0.7705,0.8607,0.8934,0.9426,114,15,1.75
7olz_B,NN,122,0.943,0.9605,0.9448,0.9529,0.8607,0.9508,1.0,1.0,0.8811,0.7131,0.8607,0.9508,1.0,122,15,1.75
7olz_B,AF2r10em,122,1.751,0.9223,0.8867,0.918,0.7869,0.9098,0.9754,1.0,0.7746,0.4262,0.7869,0.9098,0.9754,119,15,1.75
7olz_B,OFr20em,122,0.903,0.9625,0.9483,0.9549,0.8443,0.9754,1.0,1.0,0.8484,0.5738,0.8443,0.9754,1.0,122,15,1.75
7olz_B,AF2m,122,0.735,0.9771,0.9702,0.9775,0.9426,0.9672,1.0,1.0,0.9385,0.8443,0.9426,0.9672,1.0,122,15,1.75
7m1h_F,ESM,121,1.65,0.9083,0.862,0.8946,0.7438,0.876,0.9587,1.0,0.7624,0.4711,0.7438,0.876,0.9587,118,14,2.78
7m1h_F,AF2em,121,1.227,0.9294,0.9071,0.9091,0.719,0.9174,1.0,1.0,0.7314,0.2893,0.719,0.9174,1.0,121,14,2.78
7m1h_F,AF2r10,121,1.238,0.9308,0.9096,0.905,0.7107,0.9091,1.0,1.0,0.7624,0.4298,0.7107,0.9091,1.0,121,14,2.78
7m1h_F,IF,121,1.779,0.9078,0.8703,0.8946,0.7521,0.8678,0.9587,1.0,0.7624,0.4711,0.7521,0.8678,0.9587,116,14,2.78
7m1h_F,YS,121,2.4,0.8603,0.8116,0.8182,0.5124,0.8347,0.9256,1.0,0.6198,0.2066,0.5124,0.8347,0.9256,111,14,2.78
7m1h_F,OFem,121,2.671,0.8553,0.8015,0.8264,0.5785,0.8264,0.9008,1.0,0.6322,0.2231,0.5785,0.8264,0.9008,110,14,2.78
7m1h_F,IFem,121,1.73,0.9005,0.8557,0.876,0.6446,0.8926,0.9669,1.0,0.6963,0.281,0.6446,0.8926,0.9669,117,14,2.78
7m1h_F,OFr4em,121,2.704,0.8518,0.7972,0.8244,0.5785,0.8099,0.9091,1.0,0.6302,0.2231,0.5785,0.8099,0.9091,110,14,2.78
7m1h_F,OFr20,121,2.222,0.8896,0.845,0.8884,0.7521,0.876,0.9256,1.0,0.7479,0.438,0.7521,0.876,0.9256,111,14,2.78
7m1h_F,NNem,121,2.568,0.8515,0.8005,0.8306,0.5702,0.8347,0.9174,1.0,0.6343,0.2149,0.5702,0.8347,0.9174,107,14,2.78
7m1h_F,AF2mem,121,1.355,0.9293,0.902,0.9215,0.7438,0.9421,1.0,1.0,0.75,0.314,0.7438,0.9421,1.0,119,14,2.78
7m1h_F,OFr20em,121,2.248,0.874,0.8239,0.8554,0.6281,0.876,0.9174,1.0,0.6715,0.2645,0.6281,0.876,0.9174,110,14,2.78
7m1h_F,OFr4,121,2.589,0.882,0.8345,0.876,0.7273,0.8678,0.9091,1.0,0.7438,0.4711,0.7273,0.8678,0.9091,111,14,2.78
7m1h_F,AF2m,121,1.092,0.9586,0.9417,0.9628,0.8926,0.9669,0.9917,1.0,0.8802,0.6694,0.8926,0.9669,0.9917,119,14,2.78
7m1h_F,OF,121,2.589,0.882,0.8345,0.876,0.7273,0.8678,0.9091,1.0,0.7438,0.4711,0.7273,0.8678,0.9091,111,14,2.78
7m1h_F,NN,121,2.609,0.8815,0.8422,0.8802,0.7686,0.8595,0.9008,0.9917,0.7459,0.4545,0.7686,0.8595,0.9008,111,14,2.78
7m1h_F,AF2,121,1.015,0.949,0.9348,0.9339,0.7851,0.9504,1.0,1.0,0.8079,0.4959,0.7851,0.9504,1.0,121,14,2.78
7m1h_F,AF2r10em,121,1.293,0.9196,0.8978,0.8781,0.6033,0.9091,1.0,1.0,0.6942,0.2645,0.6033,0.9091,1.0,121,14,2.78
7qiv_C,OFr4,123,1.147,0.9478,0.9233,0.937,0.8293,0.9268,0.9919,1.0,0.8354,0.5935,0.8293,0.9268,0.9919,123,14,2.8
7qiv_C,NN,123,0.63,0.9785,0.9712,0.9817,0.935,0.9919,1.0,1.0,0.9004,0.6748,0.935,0.9919,1.0,123,14,2.8
7qiv_C,AF2r10,123,1.375,0.9323,0.8987,0.9207,0.8049,0.9024,0.9756,1.0,0.8191,0.5935,0.8049,0.9024,0.9756,122,14,2.8
7qiv_C,AF2,123,1.368,0.9329,0.8988,0.9207,0.8049,0.9024,0.9756,1.0,0.8191,0.5935,0.8049,0.9024,0.9756,122,14,2.8
7qiv_C,OF,123,1.147,0.9478,0.9233,0.937,0.8293,0.9268,0.9919,1.0,0.8354,0.5935,0.8293,0.9268,0.9919,123,14,2.8
7qiv_C,AF2r10em,123,1.419,0.9217,0.8892,0.8943,0.6992,0.8943,0.9837,1.0,0.748,0.4146,0.6992,0.8943,0.9837,121,14,2.8
7qiv_C,IFem,123,1.409,0.9272,0.9017,0.9065,0.6992,0.935,0.9919,1.0,0.7358,0.3171,0.6992,0.935,0.9919,121,14,2.8
7qiv_C,YS,123,2.372,0.8763,0.8293,0.8455,0.6179,0.8455,0.935,0.9837,0.6606,0.2439,0.6179,0.8455,0.935,116,14,2.8
7qiv_C,OFem,123,1.37,0.9299,0.898,0.9065,0.7317,0.9106,0.9837,1.0,0.7602,0.4146,0.7317,0.9106,0.9837,121,14,2.8
7qiv_C,OFr4em,123,1.34,0.9327,0.9049,0.9085,0.7398,0.9106,0.9837,1.0,0.7724,0.4553,0.7398,0.9106,0.9837,121,14,2.8
7qiv_C,OFr20em,123,1.329,0.9328,0.9061,0.9126,0.7561,0.9106,0.9837,1.0,0.7703,0.4309,0.7561,0.9106,0.9837,121,14,2.8
7qiv_C,AF2em,123,1.457,0.9157,0.8786,0.8882,0.6748,0.8943,0.9837,1.0,0.7175,0.3171,0.6748,0.8943,0.9837,122,14,2.8
7qiv_C,NNem,123,1.173,0.9294,0.9072,0.8882,0.5935,0.9593,1.0,1.0,0.6789,0.1626,0.5935,0.9593,1.0,123,14,2.8
7qiv_C,OFr20,123,1.147,0.9478,0.9233,0.937,0.8293,0.9268,0.9919,1.0,0.8354,0.5935,0.8293,0.9268,0.9919,123,14,2.8
7qiv_C,ESM,123,1.396,0.9316,0.8952,0.9207,0.8049,0.9024,0.9756,1.0,0.8089,0.5528,0.8049,0.9024,0.9756,122,14,2.8
7qiv_C,IF,123,1.137,0.9528,0.9335,0.9553,0.878,0.9512,0.9919,1.0,0.8435,0.5528,0.878,0.9512,0.9919,122,14,2.8
7z1c_E,OFr20,126,1.537,0.9244,0.8849,0.9187,0.8175,0.881,0.9762,1.0,0.8294,0.6429,0.8175,0.881,0.9762,122,18,1.9
7z1c_E,OFr4em,126,1.89,0.8948,0.8452,0.881,0.7063,0.8492,0.9683,1.0,0.7302,0.3968,0.7063,0.8492,0.9683,120,18,1.9
7z1c_E,AF2mem,126,1.868,0.887,0.8244,0.8611,0.6746,0.8095,0.9603,1.0,0.7103,0.3968,0.6746,0.8095,0.9603,123,18,1.9
7z1c_E,AF2r10em,126,1.679,0.9062,0.8575,0.8869,0.7143,0.8651,0.9683,1.0,0.756,0.4762,0.7143,0.8651,0.9683,123,18,1.9
7z1c_E,IF,126,1.439,0.9339,0.9013,0.9226,0.8095,0.8968,0.9841,1.0,0.8294,0.627,0.8095,0.8968,0.9841,124,18,1.9
7z1c_E,AF2m,126,1.573,0.917,0.8707,0.9028,0.7619,0.873,0.9762,1.0,0.7996,0.5873,0.7619,0.873,0.9762,123,18,1.9
7z1c_E,NN,126,1.36,0.9354,0.9057,0.9325,0.8254,0.9127,0.9921,1.0,0.8353,0.6111,0.8254,0.9127,0.9921,125,18,1.9
7z1c_E,AF2r10,126,1.701,0.91,0.8611,0.8968,0.7619,0.8651,0.9603,1.0,0.7937,0.5873,0.7619,0.8651,0.9603,121,18,1.9
7z1c_E,OFr4,126,1.644,0.9214,0.8871,0.9187,0.8175,0.881,0.9762,1.0,0.8313,0.6508,0.8175,0.881,0.9762,120,18,1.9
7z1c_E,OFem,126,1.646,0.911,0.8679,0.8968,0.7381,0.873,0.9762,1.0,0.7798,0.5317,0.7381,0.873,0.9762,120,18,1.9
7z1c_E,NNem,126,1.786,0.8864,0.8328,0.8452,0.5635,0.8413,0.9762,1.0,0.6567,0.246,0.5635,0.8413,0.9762,125,18,1.9
7z1c_E,OF,126,1.611,0.9208,0.8818,0.9147,0.8095,0.873,0.9762,1.0,0.8294,0.6587,0.8095,0.873,0.9762,121,18,1.9
7z1c_E,YS,126,2.091,0.8701,0.8152,0.8294,0.5476,0.8095,0.9603,1.0,0.6488,0.2778,0.5476,0.8095,0.9603,121,18,1.9
7z1c_E,OFr20em,126,1.602,0.9116,0.8654,0.8948,0.7302,0.8651,0.9841,1.0,0.7679,0.4921,0.7302,0.8651,0.9841,123,18,1.9
7z1c_E,ESM,126,1.772,0.9127,0.8722,0.9067,0.7857,0.873,0.9683,1.0,0.8095,0.6111,0.7857,0.873,0.9683,121,18,1.9
7z1c_E,IFem,126,1.552,0.9174,0.8802,0.8909,0.7143,0.873,0.9762,1.0,0.746,0.4206,0.7143,0.873,0.9762,123,18,1.9
7z1c_E,AF2,126,1.675,0.9122,0.8633,0.9008,0.7619,0.873,0.9683,1.0,0.8016,0.6032,0.7619,0.873,0.9683,121,18,1.9
7z1c_E,AF2em,126,1.687,0.9043,0.8536,0.8849,0.7143,0.8492,0.9762,1.0,0.748,0.4524,0.7143,0.8492,0.9762,122,18,1.9
7tpr_D,AF2em,128,5.345,0.8118,0.7636,0.7695,0.5234,0.7656,0.8672,0.9219,0.5898,0.2031,0.5234,0.7656,0.8672,112,19,2.39
7tpr_D,OFr4em,128,5.301,0.8423,0.8055,0.8086,0.5938,0.8359,0.8906,0.9141,0.6445,0.2578,0.5938,0.8359,0.8906,114,19,2.39
7tpr_D,AF2r10,128,5.261,0.8356,0.8002,0.8203,0.6641,0.8203,0.875,0.9219,0.6719,0.3281,0.6641,0.8203,0.875,112,19,2.39
7tpr_D,ESM,128,4.756,0.8534,0.8201,0.834,0.6641,0.8594,0.8906,0.9219,0.6895,0.3438,0.6641,0.8594,0.8906,114,19,2.39
7tpr_D,YS,128,4.318,0.8531,0.818,0.8301,0.6562,0.8438,0.8906,0.9297,0.6641,0.2656,0.6562,0.8438,0.8906,113,19,2.39
7tpr_D,IFem,128,5.559,0.8397,0.8032,0.8184,0.6562,0.8125,0.8828,0.9219,0.6621,0.2969,0.6562,0.8125,0.8828,112,19,2.39
7tpr_D,OF,128,5.152,0.8525,0.8204,0.8418,0.6953,0.8594,0.8984,0.9141,0.7051,0.3672,0.6953,0.8594,0.8984,114,19,2.39
7tpr_D,OFr20em,128,5.314,0.8412,0.8022,0.8066,0.5859,0.8359,0.8906,0.9141,0.6445,0.2656,0.5859,0.8359,0.8906,114,19,2.39
7tpr_D,OFem,128,5.229,0.8422,0.8036,0.8164,0.6172,0.8359,0.8984,0.9141,0.6543,0.2656,0.6172,0.8359,0.8984,114,19,2.39
7tpr_D,AF2,128,5.266,0.8353,0.7962,0.8203,0.6641,0.8203,0.875,0.9219,0.6719,0.3281,0.6641,0.8203,0.875,112,19,2.39
7tpr_D,OFr20,128,5.152,0.8525,0.8204,0.8418,0.6953,0.8594,0.8984,0.9141,0.7051,0.3672,0.6953,0.8594,0.8984,114,19,2.39
7tpr_D,NNem,128,5.714,0.8214,0.7815,0.7812,0.5703,0.7656,0.875,0.9141,0.6094,0.2266,0.5703,0.7656,0.875,113,19,2.39
7tpr_D,AF2r10em,128,5.357,0.8131,0.7686,0.7637,0.4844,0.7734,0.875,0.9219,0.582,0.1953,0.4844,0.7734,0.875,113,19,2.39
7tpr_D,NN,128,5.541,0.847,0.8167,0.8242,0.6328,0.8438,0.8906,0.9297,0.666,0.2969,0.6328,0.8438,0.8906,114,19,2.39
7tpr_D,OFr4,128,5.152,0.8525,0.8204,0.8418,0.6953,0.8594,0.8984,0.9141,0.7051,0.3672,0.6953,0.8594,0.8984,114,19,2.39
7tpr_D,IF,128,5.43,0.8512,0.8203,0.8379,0.7109,0.8359,0.8828,0.9219,0.707,0.3984,0.7109,0.8359,0.8828,113,19,2.39
7fat_B,IFem,132,2.532,0.8625,0.7962,0.8428,0.6742,0.8182,0.8788,1.0,0.7064,0.4545,0.6742,0.8182,0.8788,118,24,1.99
7fat_B,ESM,132,1.697,0.934,0.9006,0.928,0.8333,0.9091,0.9697,1.0,0.8504,0.6894,0.8333,0.9091,0.9697,127,24,1.99
7fat_B,AF2m,132,1.753,0.9357,0.9068,0.9337,0.8561,0.9167,0.9621,1.0,0.8561,0.6894,0.8561,0.9167,0.9621,127,24,1.99
7fat_B,IF,132,2.464,0.8779,0.8195,0.8712,0.7576,0.8333,0.8939,1.0,0.7727,0.6061,0.7576,0.8333,0.8939,119,24,1.99
7fat_B,OFr4em,132,2.549,0.8823,0.83,0.8769,0.7576,0.8485,0.9015,1.0,0.7273,0.4015,0.7576,0.8485,0.9015,121,24,1.99
7fat_B,NNem,132,2.771,0.8595,0.81,0.8258,0.5833,0.8258,0.9091,0.9848,0.6307,0.2045,0.5833,0.8258,0.9091,120,24,1.99
7fat_B,AF2r10em,132,2.551,0.8777,0.8215,0.8693,0.7348,0.8409,0.9015,1.0,0.7273,0.4318,0.7348,0.8409,0.9015,120,24,1.99
7fat_B,AF2r10,132,2.598,0.8869,0.8338,0.8864,0.7955,0.8485,0.9015,1.0,0.7973,0.6439,0.7955,0.8485,0.9015,121,24,1.99
7fat_B,AF2,132,2.579,0.8875,0.8336,0.8845,0.7955,0.8485,0.8939,1.0,0.7955,0.6439,0.7955,0.8485,0.8939,120,24,1.99
7fat_B,OFr4,132,2.504,0.8952,0.8499,0.8902,0.7955,0.8561,0.9091,1.0,0.8068,0.6667,0.7955,0.8561,0.9091,122,24,1.99
7fat_B,NN,132,2.742,0.88,0.8321,0.875,0.7879,0.8258,0.8939,0.9924,0.7803,0.6136,0.7879,0.8258,0.8939,120,24,1.99
7fat_B,OFr20,132,2.51,0.8956,0.8503,0.8883,0.7955,0.8561,0.9015,1.0,0.8049,0.6667,0.7955,0.8561,0.9015,121,24,1.99
7fat_B,AF2em,132,2.604,0.8775,0.8215,0.8693,0.7348,0.8409,0.9015,1.0,0.7311,0.447,0.7348,0.8409,0.9015,120,24,1.99
7fat_B,OFem,132,2.558,0.8785,0.8269,0.8712,0.75,0.8409,0.8939,1.0,0.7311,0.4394,0.75,0.8409,0.8939,120,24,1.99
7fat_B,YS,132,3.205,0.8391,0.7796,0.8049,0.5682,0.7955,0.8712,0.9848,0.6269,0.2727,0.5682,0.7955,0.8712,117,24,1.99
7fat_B,OF,132,2.51,0.8956,0.8503,0.8883,0.7955,0.8561,0.9015,1.0,0.8049,0.6667,0.7955,0.8561,0.9015,121,24,1.99
7fat_B,AF2mem,132,2.113,0.9098,0.8756,0.8977,0.7348,0.9015,0.9545,1.0,0.7519,0.4167,0.7348,0.9015,0.9545,126,24,1.99
7fat_B,OFr20em,132,2.594,0.8817,0.831,0.875,0.7576,0.8409,0.9015,1.0,0.7348,0.4394,0.7576,0.8409,0.9015,119,24,1.99
7lzp_C,AF2mem,116,1.026,0.9517,0.9384,0.9504,0.8448,0.9569,1.0,1.0,0.8211,0.4828,0.8448,0.9569,1.0,115,9,2.86
7lzp_C,NNem,116,1.59,0.8945,0.854,0.8599,0.5948,0.8707,0.9741,1.0,0.6616,0.2069,0.5948,0.8707,0.9741,115,9,2.86
7lzp_C,NN,116,1.146,0.944,0.9289,0.9353,0.8362,0.9138,0.9914,1.0,0.8297,0.5776,0.8362,0.9138,0.9914,115,9,2.86
7lzp_C,OFr4,116,0.933,0.9584,0.9457,0.9483,0.8448,0.9483,1.0,1.0,0.8621,0.6552,0.8448,0.9483,1.0,116,9,2.86
7lzp_C,IF,116,1.059,0.9469,0.932,0.9332,0.7931,0.9397,1.0,1.0,0.8233,0.5603,0.7931,0.9397,1.0,116,9,2.86
7lzp_C,IFem,116,1.284,0.9255,0.9036,0.9009,0.6897,0.9224,0.9914,1.0,0.7457,0.3793,0.6897,0.9224,0.9914,116,9,2.86
7lzp_C,AF2r10em,116,1.222,0.9322,0.9129,0.9224,0.7586,0.931,1.0,1.0,0.7672,0.3793,0.7586,0.931,1.0,116,9,2.86
7lzp_C,AF2,116,0.934,0.9579,0.945,0.9483,0.8534,0.9397,1.0,1.0,0.8685,0.681,0.8534,0.9397,1.0,116,9,2.86
7lzp_C,OFem,116,1.3,0.9273,0.9027,0.9138,0.7672,0.8966,0.9914,1.0,0.7522,0.3534,0.7672,0.8966,0.9914,115,9,2.86
7lzp_C,OFr20em,116,1.252,0.9331,0.9102,0.9267,0.7931,0.9224,0.9914,1.0,0.7823,0.4224,0.7931,0.9224,0.9914,115,9,2.86
7lzp_C,ESM,116,0.953,0.9568,0.9441,0.9483,0.8448,0.9483,1.0,1.0,0.8578,0.6379,0.8448,0.9483,1.0,116,9,2.86
7lzp_C,AF2r10,116,0.938,0.9578,0.945,0.9526,0.8621,0.9483,1.0,1.0,0.8664,0.6552,0.8621,0.9483,1.0,116,9,2.86
7lzp_C,YS,116,1.4,0.9086,0.8806,0.875,0.6034,0.8966,1.0,1.0,0.6897,0.2586,0.6034,0.8966,1.0,116,9,2.86
7lzp_C,OFr4em,116,1.289,0.9274,0.8992,0.9181,0.7586,0.9138,1.0,1.0,0.7651,0.3879,0.7586,0.9138,1.0,116,9,2.86
7lzp_C,OFr20,116,0.933,0.9584,0.9457,0.9483,0.8448,0.9483,1.0,1.0,0.8621,0.6552,0.8448,0.9483,1.0,116,9,2.86
7lzp_C,OF,116,0.933,0.9584,0.9457,0.9483,0.8448,0.9483,1.0,1.0,0.8621,0.6552,0.8448,0.9483,1.0,116,9,2.86
7lzp_C,AF2em,116,1.145,0.9372,0.9229,0.9203,0.7586,0.9224,1.0,1.0,0.7716,0.4052,0.7586,0.9224,1.0,116,9,2.86
7lzp_C,AF2m,116,0.808,0.9695,0.9597,0.9741,0.9138,0.9828,1.0,1.0,0.8836,0.6379,0.9138,0.9828,1.0,116,9,2.86
7p60_G,AF2em,124,1.392,0.9115,0.8811,0.869,0.5726,0.9032,1.0,1.0,0.6653,0.1855,0.5726,0.9032,1.0,124,16,3.8
7p60_G,OFr20em,124,1.026,0.9472,0.9291,0.9214,0.7177,0.9677,1.0,1.0,0.7278,0.2258,0.7177,0.9677,1.0,124,16,3.8
7p60_G,YS,124,2.727,0.8658,0.8269,0.8407,0.5726,0.8629,0.9274,1.0,0.6351,0.1774,0.5726,0.8629,0.9274,114,16,3.8
7p60_G,OFr4em,124,1.048,0.9447,0.9265,0.9234,0.7177,0.9758,1.0,1.0,0.7419,0.2742,0.7177,0.9758,1.0,124,16,3.8
7p60_G,OF,124,0.947,0.9554,0.9374,0.9415,0.7903,0.9758,1.0,1.0,0.7823,0.3629,0.7903,0.9758,1.0,124,16,3.8
7p60_G,NNem,124,1.658,0.8828,0.8401,0.8165,0.4274,0.8548,0.9839,1.0,0.6028,0.1452,0.4274,0.8548,0.9839,123,16,3.8
7p60_G,OFr20,124,0.942,0.9556,0.9375,0.9415,0.7903,0.9758,1.0,1.0,0.7823,0.3629,0.7903,0.9758,1.0,124,16,3.8
7p60_G,AF2r10em,124,1.406,0.9118,0.8824,0.871,0.6048,0.8871,0.9919,1.0,0.6694,0.1935,0.6048,0.8871,0.9919,124,16,3.8
7p60_G,OFr4,124,0.867,0.9597,0.9458,0.9456,0.7823,1.0,1.0,1.0,0.7823,0.3468,0.7823,1.0,1.0,124,16,3.8
7p60_G,IF,124,1.299,0.9298,0.9043,0.9153,0.7419,0.9194,1.0,1.0,0.7379,0.2903,0.7419,0.9194,1.0,123,16,3.8
7p60_G,AF2r10,124,1.234,0.9343,0.9077,0.9153,0.7419,0.9274,0.9919,1.0,0.752,0.3468,0.7419,0.9274,0.9919,123,16,3.8
7p60_G,ESM,124,1.088,0.9478,0.9262,0.9355,0.7823,0.9597,1.0,1.0,0.7843,0.3952,0.7823,0.9597,1.0,124,16,3.8
7p60_G,AF2,124,1.239,0.934,0.9078,0.9153,0.7339,0.9274,1.0,1.0,0.7581,0.371,0.7339,0.9274,1.0,124,16,3.8
7p60_G,IFem,124,1.723,0.8909,0.8449,0.8488,0.5484,0.879,0.9677,1.0,0.6452,0.1855,0.5484,0.879,0.9677,121,16,3.8
7p60_G,NN,124,1.094,0.9435,0.9227,0.9234,0.7419,0.9516,1.0,1.0,0.75,0.3065,0.7419,0.9516,1.0,124,16,3.8
7p60_G,OFem,124,1.009,0.9493,0.9293,0.9294,0.75,0.9677,1.0,1.0,0.744,0.2581,0.75,0.9677,1.0,124,16,3.8
7r98_D,AF2,127,1.558,0.9385,0.9114,0.9311,0.8268,0.9291,0.9685,1.0,0.8228,0.5669,0.8268,0.9291,0.9685,123,17,2.51
7r98_D,AF2mem,127,1.827,0.9125,0.8719,0.8917,0.7244,0.8819,0.9606,1.0,0.7283,0.3465,0.7244,0.8819,0.9606,124,17,2.51
7r98_D,OFr20em,127,1.735,0.9223,0.8922,0.9016,0.7087,0.9213,0.9764,1.0,0.7343,0.3307,0.7087,0.9213,0.9764,124,17,2.51
7r98_D,NNem,127,1.456,0.9192,0.8885,0.8819,0.622,0.9213,0.9843,1.0,0.7008,0.2756,0.622,0.9213,0.9843,125,17,2.51
7r98_D,OFr20,127,1.579,0.9397,0.9176,0.937,0.8504,0.9291,0.9685,1.0,0.8406,0.6142,0.8504,0.9291,0.9685,122,17,2.51
7r98_D,AF2r10,127,1.599,0.9381,0.916,0.9331,0.8425,0.9213,0.9685,1.0,0.8287,0.5827,0.8425,0.9213,0.9685,123,17,2.51
7r98_D,OFr4em,127,1.671,0.9212,0.8903,0.8937,0.6929,0.9134,0.9685,1.0,0.7303,0.3465,0.6929,0.9134,0.9685,124,17,2.51
7r98_D,ESM,127,1.555,0.9328,0.9023,0.9272,0.8189,0.9055,0.9843,1.0,0.8228,0.5827,0.8189,0.9055,0.9843,124,17,2.51
7r98_D,AF2em,127,1.628,0.9323,0.9026,0.9272,0.8031,0.937,0.9685,1.0,0.7933,0.4646,0.8031,0.937,0.9685,123,17,2.51
7r98_D,OF,127,1.579,0.9397,0.9176,0.937,0.8504,0.9291,0.9685,1.0,0.8406,0.6142,0.8504,0.9291,0.9685,122,17,2.51
7r98_D,OFr4,127,1.579,0.9397,0.9176,0.937,0.8504,0.9291,0.9685,1.0,0.8406,0.6142,0.8504,0.9291,0.9685,122,17,2.51
7r98_D,OFem,127,1.682,0.9274,0.8988,0.9055,0.7323,0.9213,0.9685,1.0,0.7539,0.3937,0.7323,0.9213,0.9685,124,17,2.51
7r98_D,NN,127,1.126,0.9536,0.9359,0.9409,0.8189,0.9528,0.9921,1.0,0.8248,0.5354,0.8189,0.9528,0.9921,125,17,2.51
7r98_D,IF,127,1.599,0.9258,0.8953,0.9094,0.7559,0.9213,0.9606,1.0,0.7697,0.4409,0.7559,0.9213,0.9606,122,17,2.51
7r98_D,AF2m,127,1.619,0.9339,0.9004,0.9291,0.8346,0.9213,0.9606,1.0,0.8248,0.5827,0.8346,0.9213,0.9606,123,17,2.51
7r98_D,IFem,127,1.681,0.9199,0.885,0.8996,0.7087,0.9134,0.9764,1.0,0.7303,0.3228,0.7087,0.9134,0.9764,124,17,2.51
7r98_D,YS,127,2.798,0.8292,0.764,0.7874,0.4803,0.7874,0.8819,1.0,0.5925,0.2205,0.4803,0.7874,0.8819,111,17,2.51
7r98_D,AF2r10em,127,1.688,0.9316,0.908,0.9311,0.8346,0.9213,0.9685,1.0,0.8071,0.5039,0.8346,0.9213,0.9685,123,17,2.51
7ngh_D,OFr4em,115,0.995,0.9461,0.9335,0.937,0.7739,0.9739,1.0,1.0,0.7609,0.2957,0.7739,0.9739,1.0,115,6,3.5
7ngh_D,IF,115,1.037,0.9449,0.9289,0.9348,0.7913,0.9478,1.0,1.0,0.7826,0.3913,0.7913,0.9478,1.0,115,6,3.5
7ngh_D,ESM,115,0.836,0.9621,0.9532,0.9587,0.8522,0.9826,1.0,1.0,0.8283,0.4783,0.8522,0.9826,1.0,115,6,3.5
7ngh_D,NNem,115,1.551,0.9007,0.8731,0.8674,0.6,0.887,0.9826,1.0,0.6696,0.2087,0.6,0.887,0.9826,114,6,3.5
7ngh_D,AF2mem,115,1.18,0.9307,0.9111,0.9109,0.687,0.9565,1.0,1.0,0.7413,0.3217,0.687,0.9565,1.0,115,6,3.5
7ngh_D,OFr4,115,0.769,0.9669,0.9589,0.9717,0.9043,0.9826,1.0,1.0,0.8435,0.487,0.9043,0.9826,1.0,115,6,3.5
7ngh_D,YS,115,1.465,0.9022,0.8694,0.8543,0.5565,0.8696,0.9913,1.0,0.6609,0.2261,0.5565,0.8696,0.9913,114,6,3.5
7ngh_D,OFr20,115,0.769,0.9669,0.9589,0.9717,0.9043,0.9826,1.0,1.0,0.8435,0.487,0.9043,0.9826,1.0,115,6,3.5
7ngh_D,AF2r10,115,0.816,0.9633,0.9545,0.9587,0.8522,0.9826,1.0,1.0,0.8217,0.4522,0.8522,0.9826,1.0,115,6,3.5
7ngh_D,OFem,115,1.049,0.9403,0.9265,0.9196,0.7043,0.9739,1.0,1.0,0.7391,0.2783,0.7043,0.9739,1.0,115,6,3.5
